N,P,K,temperature,humidity,ph,rainfall,label
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,blackgram
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans
115,12,52,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon
42,73,25,34.03679184,67.21113844,6.5018693139999995,73.23573601,blackgram
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange
35,57,25,27.0956288,42.26206161,8.340398059,71.12710390000002,mothbeans
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango
94,37,41,24.763451800000002,87.06071115,6.4635387070000005,179.1630865,jute
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,lentil
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya
19,24,15,20.48954522,93.72485075,7.137136973,111.83919509999998,orange
95,75,50,28.08166093,75.26429821,5.623615687000001,118.2761894,banana
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,blackgram
70,47,17,24.61291180000001,70.4162444,6.600827017,104.1626147,maize
106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,muskmelon
24,80,19,29.67892453,69.0854554,6.8080417220000005,65.66436565,blackgram
96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana
11,14,5,11.50322938,94.8933184,6.946354724,115.56837759999998,orange
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,lentil
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize
2,38,18,27.53632932,89.92908171,6.619891497999999,45.48591922,mungbean
131,60,17,25.32023717,81.79475917,7.4250413160000015,83.46532547,cotton
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton
99,19,33,27.536454700000004,55.51673151,6.273741983,130.6377143,coffee
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans
52,56,85,20.118744600000007,14.44228303,6.81712422,88.68168643,chickpea
25,40,21,27.73329078,81.13903037,6.2489009189999996,44.17580911,mungbean
26,18,42,19.72620525,89.64934166,6.910374919,108.22872759999998,pomegranate
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,lentil
36,67,20,20.39078312,60.47528931,6.924042372000001,53.31508572,lentil
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,jute
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate
10,75,17,18.43966037,68.05394959,7.732194787999999,39.00992137,lentil
56,76,16,28.27265858,61.18956161,7.5131510760000015,63.29900785,blackgram
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes
38,19,31,34.73823882,49.08864345,5.855119267999999,90.65022183,mango
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice
91,38,36,26.5232969,77.17331847,7.287318722999999,157.8548562,jute
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton
89,52,45,24.89326318,77.01222585,7.207457207999999,196.469984,jute
22,64,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,chickpea
32,11,31,29.51611558,92.56492864,6.461225827000001,131.2116167,coconut
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana
89,85,55,26.671983500000003,76.48541655,6.275384607,91.73358569,banana
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil
6,37,17,28.08657178,80.35005927,6.760694227999999,38.14476781,mungbean
56,58,49,37.13165026,94.60761797,6.69215564,172.47880619999995,papaya
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
28,10,30,29.869083399999997,91.14723422,6.305740522000001,192.7678575,coconut
25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes
39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya
18,14,11,28.04799508,90.00621688,6.550814117000001,117.13114979999999,orange
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,lentil
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango
3,18,31,31.65333432,48.20662669,6.392313972999999,91.09745581,mango
3,60,19,25.74679443,40.7192594,4.820788186000001,100.7791633,pigeonpeas
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans
37,5,34,25.79490531,93.84150618,5.779032666,152.42387119999995,coconut
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618000001,rice
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean
95,55,42,26.79533926,82.1480873,5.950660556,193.34739869999999,rice
8,26,36,18.78359608,87.4024767,6.804781106,102.51847590000001,pomegranate
64,53,38,26.24347471,78.51063754,6.855362875,183.40652519999998,jute
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,lentil
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans
38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,pigeonpeas
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans
34,60,16,31.35730791,64.24992106,7.322555222999999,63.85668948,blackgram
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya
112,17,28,27.62975458,61.26002598,6.777417989,196.64926640000002,coffee
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana
18,26,31,32.611261400000004,47.74916499,5.418475257000001,91.10190759,mango
35,64,78,17.92845928,14.27327988,7.496645259,85.37378769,chickpea
119,5,55,29.68846716,94.30111601,6.168757984,26.83924845,muskmelon
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
27,62,24,28.63005477,66.770943,7.353876754,62.273734499999996,blackgram
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,lentil
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
34,45,21,28.18837136,82.60629652,6.2873801170000005,37.01110438,mungbean
0,19,33,27.132600899999996,95.23797989,6.234458417000001,204.72065669999998,coconut
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean
14,23,25,26.18552389,96.96637916,5.6121227970000005,135.4186222,coconut
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans
40,49,47,42.93368602,91.1756748,6.501521192,246.36132680000003,papaya
31,20,26,25.56567803,97.61361544,6.443168642000001,199.7936345,coconut
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes
103,33,33,26.71717393,50.50148528,7.131435858,126.80739840000001,coffee
28,6,40,22.10621387,91.34039616,6.769855664,106.87048030000001,pomegranate
10,5,42,20.24104904,91.08706822,6.887005997,109.25377340000001,pomegranate
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango
40,9,41,24.37766782,85.4017118,5.78270695,106.12833799999999,pomegranate
25,48,21,28.438096999999996,83.48991368,6.267684328,52.55469976,mungbean
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas
74,46,45,25.75734909,88.36668522,6.025028997000001,189.42634850000002,jute
111,27,31,23.59302313,55.27564977,6.0433309510000015,191.3980675,coffee
127,53,24,22.21506982,76.17851932,6.127939627999999,70.40557612,cotton
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,jute
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans
110,7,45,26.63838589,84.69546874,6.189213927000001,48.32428609,watermelon
120,87,52,28.076445500000002,76.05522115,5.905494703,118.99235729999998,banana
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas
77,58,19,22.8056033,56.50768935,5.7916499329999995,101.59527940000001,maize
0,137,195,22.4359017,80.18612085,6.329499832000001,65.3973168,grapes
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
85,38,41,21.58711777,82.7883708,6.2490506560000005,276.65524589999995,rice
23,138,195,22.49095104,91.70292746,5.7959857160000015,124.3915101,apple
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana
104,35,28,27.51006055,50.66687215,6.9837323929999995,143.9955548,coffee
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,apple
37,49,25,29.91454430000001,85.85384444,6.415459592,41.39081525,mungbean
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton
7,21,35,25.76011662,94.65830608,5.764812076,131.24514140000002,coconut
117,86,48,28.6956201,82.54195839,6.225225238999999,116.16168390000001,banana
134,52,18,23.9643129,76.59175937,7.994679507000001,76.13090645,cotton
20,129,201,23.41044706,91.69913296,5.587905967,116.07779309999998,apple
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
94,26,27,26.36629861,52.25738495,7.456460375,177.31761609999995,coffee
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,chickpea
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,orange
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,blackgram
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice
73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,jute
39,64,53,23.01240180000001,91.07355541,6.598860305,208.3357976,papaya
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas
111,29,31,26.05968403,52.31098539,6.1362865179999995,161.3432535,coffee
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,watermelon
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,chickpea
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,blackgram
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton
70,43,40,24.35564134,88.80391021,6.176860192,169.11680280000004,jute
101,31,26,26.70897548,69.71184111,6.861235184,158.86088869999998,coffee
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean
83,94,47,27.39872329,81.10523402,6.4693709539999995,112.1355384,banana
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean
69,57,35,24.30748599,78.54340987,6.1868143920000005,186.2337571,jute
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango
95,27,55,28.47212559,91.21322065,6.160414414,20.88620369,muskmelon
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,apple
106,46,20,23.43821725,78.63388824,6.2006719760000015,81.15072105,cotton
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
109,31,27,23.05951896,50.40609436,6.973839707000001,164.4971875,coffee
32,76,15,28.05153602,63.49802189,7.604110177000001,43.35795377,lentil
7,16,9,18.87957654,92.04304496,7.813916602999999,114.6659511,orange
79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,maize
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya
7,23,35,19.75088482,88.71691157,7.054313822999999,102.5538035,pomegranate
59,62,52,43.67549305,93.10887229,6.608667683999999,103.8235658,papaya
27,21,30,35.391546399999996,52.48823147,5.061081874,91.22881052,mango
13,61,24,18.29783597,69.6897615,7.629910252999999,49.39111479,lentil
70,54,46,39.73149053,91.12220596,6.919342407,122.76286529999999,papaya
131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,cotton
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate
2,30,30,26.00175125,94.79998418,6.331051715,209.54009399999998,coconut
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize
78,35,44,26.54348085,84.67353597,7.072655622,183.62226569999999,rice
72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,jute
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans
1,30,29,28.33333307,51.39586505,6.4341977560000005,91.67241761,mango
32,120,204,10.38004759,83.44518113,6.138958698,67.39173790000001,grapes
129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,cotton
38,6,25,25.54963273,96.92786777,6.156259104,191.29961569999998,coconut
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon
95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon
13,16,8,34.74004942,93.12316972,6.949838549,100.19678540000001,orange
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
5,32,33,32.32362177,52.58967710000001,5.842763773,93.36718816,mango
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize
27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,pigeonpeas
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango
59,70,84,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,coffee
28,7,9,34.591784600000004,92.13229786,6.730757538,115.5650287,orange
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
39,127,202,15.324665099999999,81.67215994,6.477768039,71.60102999,grapes
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice
86,95,49,28.05484146,78.04602887,6.4587148789999995,108.3957179,banana
80,43,43,23.78756036,74.36794079,6.014572075,172.64426540000005,jute
111,79,53,28.31193338,75.77363772,6.165001277999999,119.695765,banana
17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,pigeonpeas
25,21,11,32.23797837,90.15406807,6.460044777999999,104.7052254,orange
29,77,75,17.50361137,15.48083156,7.778591617999999,72.9446671,chickpea
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil
82,48,36,25.79351957,81.76904006,6.352076782999999,193.2418382,jute
7,63,24,19.55750776,64.45268309,6.8186810860000024,53.04669416,lentil
40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,apple
80,30,25,26.24092174,65.64381357,7.487266991,148.37712019999995,coffee
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean
17,77,24,20.76952209,18.93146941,5.568456899,109.01937120000001,kidneybeans
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,chickpea
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,orange
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon
99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize
100,48,17,23.7805123,83.03878838,7.827877817999999,66.26555904,cotton
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas
112,54,15,25.46228792,81.56641891,6.1754923060000015,76.88582484,cotton
13,28,33,28.130115000000004,95.64807631,5.686972967000001,151.0761899,coconut
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,lentil
117,34,25,24.83846178,56.768531599999996,7.21270048,124.41350349999999,coffee
3,58,21,25.36140526,46.82652785,9.160691747000001,55.60523179,mothbeans
65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,jute
114,40,23,25.53676123,81.13668716,6.7539780610000015,95.4262599,cotton
8,23,44,18.47412402,89.68919664,7.130837931,108.47585090000001,pomegranate
27,71,24,31.46417866,48.17631461,7.064973419,165.40535400000005,pigeonpeas
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut
34,61,49,28.12971499,93.32107370000001,6.502675132,117.82019070000001,papaya
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,jute
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize
85,53,38,24.90075709,73.84186449,6.5880173079999995,153.8990984,jute
118,44,23,22.08458267,82.82904143,6.6916904760000016,67.06459777,cotton
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
33,73,23,29.23540524,59.38967583,5.9857927029999995,103.3301803,pigeonpeas
100,40,35,27.56441788,54.41094079,6.9557873510000015,177.816092,coffee
5,13,37,22.34375696,89.7870345,5.648243648999999,103.31830740000001,pomegranate
84,27,29,23.32293161,53.00366334,7.167092586,168.26442869999997,coffee
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean
68,70,54,31.29986342,92.76039164,6.986228647000001,54.77830202,papaya
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
14,75,24,24.54757829,57.3414485,6.436160044,118.36065570000001,pigeonpeas
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,maize
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango
15,125,199,18.426993600000007,80.55625868,5.569230319,69.75734306,grapes
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,apple
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton
8,28,38,23.225939999999998,94.42971362,6.8444019,105.69178559999999,pomegranate
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,chickpea
35,63,76,17.81564548,17.60756635,7.714153037999999,90.82097601,chickpea
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,blackgram
3,72,24,36.51268371,57.92887167,6.03160778,122.65396940000001,pigeonpeas
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes
39,58,85,17.88776475,15.40589717,5.9969320370000005,68.54932919,chickpea
93,20,50,29.93061247,93.22980899,6.448792688999999,24.34814338,muskmelon
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,lentil
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,chickpea
108,22,47,28.53545677,91.72742702,6.161123579,25.1290048,muskmelon
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya
27,30,5,32.71748548,90.54608254,7.656978112000001,113.328978,orange
21,63,22,25.09737391,67.72837887,6.859409487000001,74.61649888,blackgram
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee
23,23,30,32.82141065,47.45553843,4.755273631000001,90.89173106,mango
12,6,8,30.84835031,92.86773675,6.388617138,107.41426809999999,orange
85,21,52,29.62800691,90.10051615,6.0751441160000015,23.69586761,muskmelon
29,68,23,24.1638445,19.27907819,5.82738029,116.73243240000001,kidneybeans
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes
42,53,48,23.11407669,94.31994776,6.7584795689999995,231.51531609999998,papaya
6,68,18,24.388717,62.50453062,6.711341147000001,47.26052494,lentil
31,121,201,23.15791104,90.34396882,5.731535257999999,110.712841,apple
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean
5,25,6,30.72119881,94.01331956,6.0113021810000005,106.8118019,orange
14,121,203,9.724457611,83.74765639,6.1586894060000015,74.46411148,grapes
90,39,43,24.44743944,82.286484,6.7693455,190.9684885,jute
35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,apple
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,coconut
16,35,31,32.27652024,50.19368841,5.316875978000001,95.99487068,mango
98,18,27,27.56088634,68.49299897,6.516312148,167.43580749999995,coffee
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,orange
107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,cotton
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean
24,44,17,29.8596912,80.03499648,6.666380512000001,50.66487502,mungbean
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes
27,80,15,19.07096165,21.21092266,5.7883869510000014,86.21917578,kidneybeans
4,59,25,27.68515114,81.94268594,6.2271341389999995,54.62243308,mungbean
98,26,52,27.33897716,90.69759008,6.150090898999999,28.69113835,muskmelon
115,18,53,29.17052093,94.19790371,6.0124803510000016,22.06994464,muskmelon
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
85,27,45,26.071375699999997,88.7285657,6.467095849,57.79652846,watermelon
115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon
113,6,52,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon
82,26,47,28.50416396,93.46806467,6.565312652999999,24.20007242,muskmelon
62,49,37,24.21744605,82.85284045,7.479248124,166.13658859999995,jute
6,144,198,21.11478672,90.31528693,5.559363609,104.5086618,apple
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,orange
82,25,51,24.31334971,87.47409052,6.074209622000001,48.11248366,watermelon
98,29,30,25.64004392,61.03273481,6.2179743489999995,199.4735636,coffee
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,coffee
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange
116,81,55,26.42313317,83.69950440000002,5.915546415,95.12322062,banana
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram
31,137,196,22.14464104,93.82567435,6.400321212000001,120.63107839999999,apple
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
61,64,52,43.30204933,92.83405443,6.6410987079999995,110.562229,papaya
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango
117,86,53,25.19640218,83.55829874,5.703381727999999,115.8586081,banana
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans
26,15,6,17.22034507,94.78797376,6.912033409,108.00543429999999,orange
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya
100,41,22,22.4204752,84.55794703,7.318802162000001,93.46595573,cotton
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice
114,94,53,26.33544853,76.8532006,6.190757458999999,118.6858263,banana
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans
28,69,16,29.77013109,66.29327012,6.547361617999999,35.69674138,lentil
120,16,51,27.99901833,91.64193051,6.547041902999999,23.28618248,muskmelon
19,30,30,29.56549169,91.40896307,5.826381164,224.83157290000003,coconut
99,73,53,26.29039046,81.06003778,5.8717022110000014,118.67303659999999,banana
58,70,84,20.654320300000002,16.60820843,6.231049027999999,74.6631118,chickpea
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,lentil
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans
81,34,30,25.17787724,62.26244581,6.6477659970000005,135.0119649,coffee
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana
111,5,50,27.59350075,91.79742953,6.399891457000001,24.84266123,muskmelon
1,27,36,23.98598756,93.34236582,5.684995235,104.99128200000001,pomegranate
15,123,204,22.52709326,92.54780429,6.365972687999999,115.3830068,apple
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,coconut
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,lentil
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya
36,58,25,28.66024187,59.3189118,8.399135957999999,36.92629678,mothbeans
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,blackgram
1,12,30,27.754298,95.94643831,5.56222383,131.09000759999998,coconut
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea
