시군명,상호명,소재지도로명주소,소재지지번주소,전화번호,사업장구분,사업장규모,월배출예상량(Kg),일배출예상량(Kg),처리방법구분,위탁업소명,위도,경도,데이터기준일자,비고
평택시,파인건설,,경기도 평택시 팽성읍 안정리 41-59,,집단급식소,100,,,위탁재활용,제일농장,36.9626069745,127.0483138521,2018-12-12,
평택시,파주옥(비전점),경기도 평택시 비전4로 164,경기도 평택시 비전동 47-10번지,,음식점,237,,,위탁재활용,청광,37.0098502645,127.1058353958,2018-12-12,
평택시,파티앤파티,경기도 평택시 경기대로 1407,경기도 평택시 서정동 779-1번지,,음식점,616.06,,,위탁재활용,크린시티,37.0706558492,127.0641208375,2018-12-12,
평택시,파티원뷔페,경기도 평택시 안중읍 안현로 429,경기도 평택시 안중읍 안중리 297-11번지,031-681-1900,음식점,602.9,650,,위탁재활용,㈜청광,36.9880495534,126.9315439683,2018-12-12,
평택시,팔선생,경기도 평택시 중앙2로 131,경기도 평택시 합정동 912-13번지,,음식점,239.91,,,위탁재활용,청광,36.9894718879,127.1013372851,2018-12-12,
평택시,패밀리&푸드(한성칼라),경기도 평택시 서탄면 수월암4길 194-19,경기도 평택시 서탄면 수월암리 293번지,,집단급식소,170,,,위탁재활용,영풍이앤텍,37.1296692414,127.0315333059,2018-12-12,
평택시,팽성초등학교,경기도 평택시 팽성읍 송화2길 2,경기도 평택시 팽성읍 송화리 233-1번지,,집단급식소,143,,,위탁재활용,그린월드,36.9505582362,127.0517084964,2018-12-12,
평택시,퍼핀,경기도 평택시 팽성읍 안정쇼핑로 3,경기도 평택시 팽성읍 안정리 113-224번지,,음식점,302.38,,,위탁재활용,청광,36.9590855942,127.0432590201,2018-12-12,
평택시,펀비어킹평택소사벌점,경기도 평택시 비전5로 22,경기도 평택시 비전동 1100번지,,음식점,244.62,,,위탁재활용,청광,37.0001925830,127.1138661688,2018-12-12,
평택시,평일초등학교,경기도 평택시 평남로 626,경기도 평택시 합정동 368-6번지,,집단급식소,800,,,위탁재활용,그린월드,36.9898813237,127.1072575156,2018-12-12,
평택시,평택21세기병원,경기도 평택시 평택5로20번길 34,경기도 평택시 합정동 966-1번지,,집단급식소,450,,,위탁재활용,그린월드,36.9894697471,127.1139741507,2018-12-12,
평택시,평택갈비,경기도 평택시 평택3로 19,경기도 평택시 합정동 643번지,,음식점,259.19,,,위탁재활용,청광,36.9908572891,127.0928132410,2018-12-12,
평택시,평택고덕갈비,경기도 평택시 평택5로 82,경기도 평택시 비전동 834-2번지,,음식점,271,,,위탁재활용,청광,36.9931299021,127.1120248775,2018-12-12,
평택시,평택고등학교,경기도 평택시 중앙로 246,경기도 평택시 합정동 368-11번지,,집단급식소,1000,,,위탁재활용,제일농장,36.9895823971,127.1090318878,2018-12-12,
평택시,평택곤드레,경기도 평택시 평남로 929,경기도 평택시 비전동 1013-1번지,,음식점,223.71,,,위탁재활용,삼정환경,37.0036605048,127.1051641932,2018-12-12,
평택시,평택국제요양병원,경기도 평택시 고덕면 방축길 109,경기도 평택시 고덕면 방축리 111번지,,집단급식소,450,,,위탁재활용,제일농장,37.0150768796,127.0469517286,2018-12-12,
평택시,평택기계공업고등학교,경기도 평택시 중앙1로 61,경기도 평택시 비전동 564-8번지,,집단급식소,350,,,위탁재활용,청광,36.9991123420,127.0911490658,2018-12-12,
평택시,평택도곡초등학교,경기도 평택시 포승읍 여술로44번길 5,경기도 평택시 포승읍 도곡리 1111번지,070-7096-5007,집단급식소,590,1470,,위탁재활용,초록지기,36.9886817324,126.8479499603,2018-12-12,
평택시,평택미한우명품관,경기도 평택시 안중읍 안현로서6길 36,경기도 평택시 안중읍 현화리 49번지,031-682-4881,음식점,417.9,2900,,위탁재활용,청광,36.9850721381,126.9253578461,2018-12-12,
평택시,평택비전병원,경기도 평택시 비전4로 47,경기도 평택시 비전동 1096번지,,집단급식소,180,,,위탁재활용,펩스유통,37.0023815354,127.1145546649,2018-12-12,
평택시,평택성동초등학교,경기도 평택시 중앙로 89,경기도 평택시 비전동 611-1번지,,집단급식소,1634,,,위탁재활용,제일농장,36.9946053470,127.0933343957,2018-12-12,
평택시,평택성모병원,경기도 평택시 평택로 284,경기도 평택시 세교동 439-3번지,,집단급식소,250,,,위탁재활용,펩스유통,37.0083237131,127.0740929171,2018-12-12,
평택시,평택성수타손자장,경기도 평택시 평택로39번길 36,경기도 평택시 평택동 185-170번지,,음식점,272.86,,,위탁재활용,삼정환경,36.9908798610,127.0865901962,2018-12-12,
평택시,평택세무서,경기도 평택시 죽백6로 6,경기도 평택시 죽백동 796번지,,집단급식소,140,,,위탁재활용,청광,37.0032706784,127.1176118311,2018-12-12,
평택시,평택송화초등학교,경기도 평택시 팽성읍 송화택지로25번길 14,경기도 평택시 팽성읍 송화리 783-6번지,,집단급식소,325,,,위탁재활용,그린월드,36.9626392982,127.0571734209,2018-12-12,
평택시,평택시 안중출장소,경기도 평택시 안중읍 서동대로 1531,경기도 평택시 안중읍 학현리 572번지,031-8024-8028,집단급식소,130,320,,위탁재활용,초록지기,36.9897990617,126.9198826645,2018-12-12,
평택시,평택시노인전문요양원,경기도 평택시 청북읍 건의길 4-13,경기도 평택시 청북읍 토진리 70-22번지,031-684-1677,집단급식소,427,2200,,위탁재활용,㈜청광,37.0410954635,126.9487146212,2018-12-12,
평택시,평택시송탄출장소구내식당,경기도 평택시 경기대로 1366,경기도 평택시 서정동 800번지,,집단급식소,300,,,위탁재활용,그린아산,37.0664564945,127.0649270385,2018-12-12,
평택시,평택시청,경기도 평택시 경기대로 245,경기도 평택시 비전동 846번지,,집단급식소,375,,,위탁재활용,청광,36.9917145289,127.1127754732,2018-12-12,
평택시,평택신오전자 구내식당,경기도 평택시 안중읍 용성길 148-7,경기도 평택시 안중읍 용성리 20-4번지,070-4188-2456,집단급식소,200,900,,위탁재활용,㈜그린월드,37.0125689981,126.9515776266,2018-12-12,
평택시,평택여자고등학교,경기도 평택시 영신로 220,경기도 평택시 세교동 1-2번지,,집단급식소,1000,,,위탁재활용,청광,37.0124667835,127.0903330290,2018-12-12,
평택시,평택여자중학교,경기도 평택시 평택4로 60,경기도 평택시 비전동 236-21번지,,집단급식소,1430,,,위탁재활용,청광,36.9933004412,127.1025329529,2018-12-12,
평택시,평택이화초등학교,경기도 평택시 평남로 906,경기도 평택시 비전동 1034번지,,집단급식소,710,,,위탁재활용,그린월드,37.0034416460,127.1081411292,2018-12-12,
평택시,평택중앙초등학교,경기도 평택시 세교로 11,경기도 평택시 세교동 186-1번지,,집단급식소,1189,,,위탁재활용,청광,37.0020499178,127.0779180737,2018-12-12,
평택시,평택중학교,경기도 평택시 평택2로 101,경기도 평택시 비전동 469-8번지,,집단급식소,1350,,,위탁재활용,청광,36.9991650987,127.0928904277,2018-12-12,
평택시,평택지산초등학교,경기도 평택시 지산2로 57,경기도 평택시 지산동 1090번지,,집단급식소,1300,,,위탁재활용,㈜청광,37.0770363060,127.0622254477,2018-12-12,
평택시,평택참숯가마,경기도 평택시 포승읍 홍원길 20,경기도 평택시 포승읍 홍원리 266-85번지,031-686-5151,음식점,264,1200,,위탁재활용,청광,37.0180716802,126.8676898624,2018-12-12,
평택시,평택초등학교,경기도 평택시 원평2로 4,경기도 평택시 평택동 110-2번지,,집단급식소,1107,,,위탁재활용,그린월드,36.9891354039,127.0812864388,2018-12-12,
평택시,평택파랑새유치원,경기도 평택시 청룡길 107,경기도 평택시 청룡동 217-10번지,,집단급식소,260,,,위탁재활용,그린월드,37.0225725528,127.1256083329,2018-12-12,
평택시,평택한우마을,경기도 평택시 평택5로96번길 21,경기도 평택시 비전동 832-2번지,,음식점,228.4,,,위탁재활용,그린월드,36.9950494577,127.1117243132,2018-12-12,
평택시,평택항레스토랑,경기도 평택시 포승읍 평택항만길 145,경기도 평택시 포승읍 만호리 564번지,031-612-0921,집단급식소,80,1020,,위탁재활용,㈜그린월드,36.9628025986,126.8409506962,2018-12-12,
평택시,평택해군유치원,경기도 평택시 포승읍 2함대길 20,경기도 평택시 포승읍 원정리 1275번지,031-682-8737,집단급식소,124,100,,자가처리,,36.9952418663,126.8349505964,2018-12-12,
평택시,평택호 그랜드 관광호텔,경기도 평택시 현덕면 평택호길 39-15,경기도 평택시 현덕면 권관리 536-26번지,031-683-8899,호텔·콘도,96,450,,위탁재활용,㈜청광,36.9162467395,126.9111307039,2018-12-12,
평택시,포승중학교,경기도 평택시 포승읍 서동대로 1138,경기도 평택시 포승읍 방림리 55-2번지,031-683-9448,집단급식소,400,1900,,위탁재활용,청광,36.9814943810,126.8816930157,2018-12-12,
평택시,포차어게인,경기도 평택시 관광특구로 20,경기도 평택시 서정동 846-2번지,,음식점,381.89,,,위탁재활용,울트라사료㈜,37.0665666638,127.0608904845,2018-12-12,
평택시,포차어게인소사벌점,경기도 평택시 비전5로 20-48,경기도 평택시 비전동 1101번지,,음식점,320.19,,,위탁재활용,삼정환경,37.0003539422,127.1147539187,2018-12-12,
평택시,푸드랑,경기도 평택시 송탄로 150,경기도 평택시 이충동 447-5번지,031-666-6754,집단급식소,100,200,,위탁재활용,청광,37.0571242881,127.0593655274,2018-12-12,
평택시,푸드코트(FOODCOURT),경기도 평택시 평택로 51,경기도 평택시 평택동 185-579번지,,음식점,780,,,위탁재활용,삼미환경,36.9908263015,127.0858712272,2018-12-12,
평택시,푸줏간정육식당,경기도 평택시 송탄로 265,경기도 평택시 서정동 823-23번지,,음식점,226.68,,,위탁재활용,그린아산,37.0673697216,127.0585635358,2018-12-12,
평택시,풀그린케터링,경기도 평택시 포승읍 포승공단로 152,경기도 평택시 포승읍 내기리 679-26번지,070-7096-0909,집단급식소,140,9350,,위탁재활용,원진축산,36.9814953801,126.8511992312,2018-12-12,
평택시,풀잎채 에이케이플라자 평택점,경기도 평택시 평택로 51,경기도 평택시 평택동 185-579번지,,음식점,592,,,위탁재활용,삼미환경,36.9908263015,127.0858712272,2018-12-12,
평택시,풍년숯불갈비,경기도 평택시 정암로 31 (이충동 외2필지),경기도 평택시 이충동 460-2,,음식점,311,,,위탁재활용,청광,37.0569270420,127.0572517515,2018-12-12,
평택시,풍산푸드서비스㈜,경기도 평택시 포승읍 평택항만길 399-16,경기도 평택시 포승읍 원정리 1234번지,,집단급식소,250,1800,,위탁재활용,㈜그린월드,36.9824654654,126.8292280323,2018-12-12,
평택시,풍천장어나라,경기도 평택시 평택4로 26,경기도 평택시 합정동 963-6번지,,음식점,314.98,,,위탁재활용,청광,36.9901309719,127.0997542998,2018-12-12,
평택시,프럼인지산점,경기도 평택시 지산로 75,경기도 평택시 독곡동 483번지,,음식점,249.72,,,위탁재활용,그린아산,37.0803157468,127.0630377269,2018-12-12,
평택시,프레쉬 웰,경기도 평택시 오성면 오성산단1로 24-32,경기도 평택시 오성면 양교리 915-44번지,,음식점,371.1,200,,위탁재활용,기원농장,37.0218766314,126.9506836021,2018-12-12,
평택시,프리카페평택점,경기도 평택시 중앙2로 8,경기도 평택시 평택동 51-1번지,,음식점,270.6,,,위탁재활용,청광,36.9913836149,127.0877814520,2018-12-12,
평택시,프린스관광호텔(버킹검),경기도 평택시 밀월로15번길 80,경기도 평택시 신장동 274-273번지,,호텔·콘도,100,,,위탁재활용,크린시티,37.0781764831,127.0515877644,2018-12-12,
평택시,피터팬유치원,경기도 평택시 동령길 33,경기도 평택시 이충동 2번지,,집단급식소,180,,,위탁재활용,그린아산,37.0625134485,127.0745370499,2018-12-12,
평택시,하누팜 비전점,경기도 평택시 평택5로 84,경기도 평택시 비전동 834-1번지,,음식점,308.71,,,위탁재활용,그린월드,36.9933551900,127.1120027327,2018-12-12,
평택시,하눌소뷔페,경기도 평택시 팽성읍 계양로 348,경기도 평택시 팽성읍 본정리 269-6번지,,음식점,330.5,,,위탁재활용,청광,36.9495858213,127.0109541631,2018-12-12,
평택시,하야미,경기도 평택시 포승읍 무수길 34-9,경기도 평택시 포승읍 도곡리 913번지,031-682-3883,음식점,276,450,,위탁재활용,초록지기,36.9851548113,126.8750827142,2018-12-12,
평택시,하이난,경기도 평택시 경기대로 1385,경기도 평택시 서정동 795-2번지,,음식점,205.2,,,위탁재활용,청광,37.0686826755,127.0638381403,2018-12-12,
평택시,하이난,경기도 평택시 평남로 720,경기도 평택시 비전동 878-1번지,,음식점,272,,,위탁재활용,청광,36.9941642765,127.1140259116,2018-12-12,
평택시,하이쎌 구내식당,경기도 평택시 청북읍 청북산단로 156,경기도 평택시 청북읍 율북리 1027-3번지,,집단급식소,150,2000,,위탁재활용,㈜그린월드,37.0549261197,126.9720440475,2018-12-12,
평택시,하이원부페식당,경기도 평택시 안중읍 용성길 174-7,경기도 평택시 안중읍 용성리 29-55번지,,음식점,230.7,600,,위탁재활용,그린월드,37.0135409800,126.9489364386,2018-12-12,
평택시,학교법인 청계학원(고등학교),경기도 평택시 중앙1로 115,경기도 평택시 비전동 504번지,,집단급식소,5570,,,위탁재활용,㈜장애인협동환경,36.9965493072,127.0963698276,2018-12-12,
평택시,학교법인 청계학원(중학교),경기도 평택시 중앙1로 115,경기도 평택시 비전동 504번지,,집단급식소,2260,,,위탁재활용,제일농장,36.9965493072,127.0963698276,2018-12-12,
평택시,학교법인청담학원,경기도 평택시 팽성읍 팽성송화로 192,경기도 평택시 팽성읍 송화리 810번지,,집단급식소,1000,,,위탁재활용,청광,36.9625825515,127.0627541066,2018-12-12,
평택시,한국맥도날드(유)평택GS점,경기도 평택시 서동대로 3929,경기도 평택시 용이동 470-5번지,,음식점,435.39,,,위탁재활용,청광,36.9962154839,127.1426637546,2018-12-12,
평택시,한국맥도날드송탄점,경기도 평택시 쇼핑로 13,경기도 평택시 신장동 302-1번지,,음식점,206,,,위탁재활용,청광,37.0806817068,127.0508921011,2018-12-12,
평택시,한국맥도날드평택SK점,경기도 평택시 경기대로 570,경기도 평택시 세교동 277-10번지,,음식점,395.92,,,위탁재활용,청광,37.0052984309,127.0845050358,2018-12-12,
평택시,한국복지대학,경기도 평택시 삼남로 283,경기도 평택시 장안동 5-48번지,,집단급식소,800,,,위탁재활용,삼정환경,37.0517497238,127.0949310619,2018-12-12,
평택시,한국피자헛송탄점,경기도 평택시 관광특구로 28,경기도 평택시 서정동 847번지,,음식점,237,,,위탁재활용,그린월드,37.0665121905,127.0617225083,2018-12-12,
평택시,한수갈비명가,경기도 평택시 삼봉로 39,경기도 평택시 독곡동 243-1번지,,음식점,271.04,,,위탁재활용,청광,37.0899551390,127.0667008089,2018-12-12,
평택시,한스유치원,경기도 평택시 정암로 126-39,경기도 평택시 이충동 125-13번지,,집단급식소,225,,,위탁재활용,그린아산,37.0543786949,127.0714490024,2018-12-12,
평택시,한우마을,경기도 평택시 탄현로 338,경기도 평택시 지산동 742-4번지,,음식점,240.36,,,위탁재활용,그린아산,37.0820938350,127.0567861187,2018-12-12,
평택시,한우마을,경기도 평택시 조개터로34번길 10,경기도 평택시 합정동 907-3번지,,음식점,208,,,위탁재활용,청광,36.9898580241,127.1029216117,2018-12-12,
평택시,한우명가촌본가,경기도 평택시 청룡길 146-8,경기도 평택시 청룡동 169-13번지,,음식점,298.32,,,위탁재활용,청광,37.0254364051,127.1270851254,2018-12-12,
평택시,한우암소돼지정육식당,경기도 평택시 평택5로34번길 6-7,경기도 평택시 합정동 965-10번지,,음식점,294.69,,,위탁재활용,그린월드,36.9891376152,127.1126145084,2018-12-12,
평택시,한화호텔앤드리조트㈜,경기도 평택시 포승읍 평택항로268번길 39,경기도 평택시 포승읍 원정리 1173-8번지,031-681-9970,집단급식소,230,2500,,위탁재활용,혜지농장,36.9850148361,126.8415326294,2018-12-12,
평택시,함지박식당,경기도 평택시 포승읍 여술1길 110,경기도 평택시 포승읍 도곡리 1117-15번지,031-683-5249,음식점,247.5,950,,위탁재활용,청광,36.9887998870,126.8419402440,2018-12-12,
평택시,합정초등학교,경기도 평택시 평택4로 11,경기도 평택시 합정동 838번지,,집단급식소,1050,,,위탁재활용,청광,36.9891862380,127.0980344941,2018-12-12,
평택시,항만한식뷔페,경기도 평택시 포승읍 서동대로 395,경기도 평택시 포승읍 신영리 870-2번지,031-683-8948,음식점,237.9,900,,위탁재활용,㈜청광,36.9379968278,126.8881041730,2018-12-12,
평택시,항만회가든,경기도 평택시 포승읍 서동대로 497,경기도 평택시 포승읍 신영리 391번지,031-682-7080,음식점,231,300,,자가처리,,36.9424651640,126.8781625787,2018-12-12,
평택시,항아리보쌈송탄이충점,경기도 평택시 청원로 1340,경기도 평택시 이충동 103-7번지,,음식점,234.42,,,위탁재활용,그린아산,37.0529908330,127.0718412285,2018-12-12,
평택시,해군 어린이집,경기도 평택시 포승읍 2함대길 20,경기도 평택시 포승읍 원정리 1275번지,031-686-5105,집단급식소,120,200,,위탁재활용,㈜청광,36.9952418663,126.8349505964,2018-12-12,
평택시,해군2함대사령부(해군1회관),경기도 평택시 포승읍 2함대길 91,경기도 평택시 포승읍 원정리 1302번지,031-685-4810,음식점,343,308,,위탁재활용,이엘투엘,36.9924355903,126.8260263730,2018-12-12,
평택시,해담(바다를담다),경기도 평택시 비전5로 20-42,경기도 평택시 비전동 1101-4번지,,음식점,297.65,,,위탁재활용,삼정환경,36.9998846004,127.1155845696,2018-12-12,
평택시,해송,경기도 평택시 비전2로 196,경기도 평택시 비전동 1090-5번지,,음식점,254.62,,,위탁재활용,삼정환경,37.0008247492,127.1123392035,2018-12-12,
평택시,해안손칼국수,경기도 평택시 포승읍 서동대로 391,경기도 평택시 포승읍 신영리 868-2번지,031-683-8920,음식점,210.8,300,,위탁재활용,㈜청광,36.9377720131,126.8885759677,2018-12-12,
평택시,해적,경기도 평택시 안중읍 안현로서8길 35,경기도 평택시 안중읍 현화리 835-1번지,031-681-5589,음식점,228.7,200,,위탁재활용,그린월드,36.9793028778,126.9217696900,2018-12-12,
평택시,행복한밥상,경기도 평택시 서재3길 1,경기도 평택시 동삭동 661-7번지,,음식점,231.71,,,위탁재활용,청광,37.0098512868,127.0935322279,2018-12-12,
평택시,행복한식부페,경기도 평택시 산단로 271,경기도 평택시 칠괴동 52-10번지,,음식점,368.06,,,위탁재활용,청광,37.0345738590,127.0969783821,2018-12-12,
평택시,향만,경기도 평택시 서재2길 14,경기도 평택시 동삭동 655-8번지,,음식점,327.8,,,위탁재활용,청광,37.0112732530,127.0957586406,2018-12-12,
평택시,현덕초등학교,경기도 평택시 현덕면 현덕로 1254,경기도 평택시 현덕면 인광리 405-2번지,031-681-6696,집단급식소,320,650,,위탁재활용,초록지기,36.9655521708,126.9213014227,2018-12-12,
평택시,현일초등학교,경기도 평택시 안중읍 현화중앙길 83,경기도 평택시 안중읍 현화리 823-1번지,031-682-1934,집단급식소,1070,80,,위탁재활용,초록지기,36.9859065302,126.9200216806,2018-12-12,
평택시,현촌초등학교,경기도 평택시 현촌3길 10,경기도 평택시 용이동 593-1번지,,집단급식소,500,,,위탁재활용,청광,37.0004987166,127.1319202822,2018-12-12,
평택시,현화고등학교,경기도 평택시 안중읍 안현로서8길 65,경기도 평택시 안중읍 현화리 830-1번지,031-612-5600,집단급식소,1300,6000,,위탁재활용,초록지기,36.9788583114,126.9174349133,2018-12-12,
평택시,현화중학교,경기도 평택시 안중읍 현화중앙길 41,경기도 평택시 안중읍 현화리 827번지,031-615-5088,집단급식소,900,3215,,위탁재활용,초록지기,36.9820771101,126.9202167722,2018-12-12,
평택시,현화초등학교,경기도 평택시 안중읍 안현로서7길 80,경기도 평택시 안중읍 현화리 826-1번지,031-682-4905,집단급식소,1200,3000,,위탁재활용,초록지기,36.9820492191,126.9189925489,2018-12-12,
평택시,협진여객운수주식회사,경기도 평택시 구룡길 19,경기도 평택시 용이동 36-9번지,,집단급식소,250,,,위탁재활용,삼정환경,37.0020769479,127.1387760690,2018-12-12,
평택시,혜담의료재단 평택이편한요양병원,경기도 평택시 안중읍 서동대로 1831-16,경기도 평택시 안중읍 금곡리 418-5번지,031-683-2277,집단급식소,290,72950,,위탁재활용,제일농장,36.9975476522,126.9503744527,2018-12-12,
평택시,호박오리샤브샤브,경기도 평택시 청원로 1469,경기도 평택시 장안동 192번지,,음식점,205.2,,,위탁재활용,그린아산,37.0499365537,127.0854521383,2018-12-12,
평택시,호텔가보,경기도 평택시 평택5로76번길 18-10,경기도 평택시 비전동 845-1번지,,호텔·콘도,100,,,위탁재활용,펩스유통,36.9930480283,127.1128672578,2018-12-12,
평택시,호텔사람들(주)아주약품,경기도 평택시 산단로121번길 23,경기도 평택시 모곡동 439번지,,집단급식소,105,,,위탁재활용,㈜청광,37.0377641955,127.0840002533,2018-12-12,
평택시,홈푸드식당,경기도 평택시 고덕면 방축길 221-10,경기도 평택시 고덕면 여염리 39-20번지,,음식점,415.47,,,위탁재활용,제일농장,37.0242388802,127.0516769339,2018-12-12,
평택시,홈플러스 평택안중점,경기도 평택시 안중읍 서동대로 1489,경기도 평택시 안중읍 현화리 637-19번지,031-8046-8224,대규모점포,19316.9,750,,위탁재활용,초록지기,36.9901569467,126.9163214543,2018-12-12,
평택시,홈플러스㈜,경기도 평택시 경기대로 1103,경기도 평택시 장당동 390-1번지,,대규모점포,100,,,위탁재활용,초록지기,37.0448517970,127.0594238808,2018-12-12,
평택시,홍원식당,경기도 평택시 포승읍 포승장안로 247,경기도 평택시 포승읍 홍원리 9-42번지,031-683-3472,음식점,284.6,650,,위탁재활용,㈜그린월드,37.0075187914,126.8924714296,2018-12-12,
평택시,홍익돈까스,경기도 평택시 추담로 13,경기도 평택시 이충동 131-11번지,,음식점,233.89,,,위탁재활용,펩스유통,37.0541519074,127.0740345275,2018-12-12,
평택시,홍콩반점0410PLUS평택역점,경기도 평택시 평택1로 4,경기도 평택시 평택동 45-4번지,,음식점,280.2,,,위탁재활용,삼정환경,36.9922762658,127.0869511882,2018-12-12,
평택시,화부자궁 본점,경기도 평택시 평남로 865,경기도 평택시 비전동 1089번지 효성백년가약 상가동 지하1층 B101호,,음식점,350.22,,,위탁재활용,청광,37.0003239506,127.1081368321,2018-12-12,
평택시,화화,경기도 평택시 비전5로 20-55,경기도 평택시 비전동 1107번지,,음식점,322.45,,,위탁재활용,펩스유통,36.9996875216,127.1143597429,2018-12-12,
평택시,황금바다,경기도 평택시 포승읍 여술1길 94,경기도 평택시 포승읍 도곡리 1117-8번지,,음식점,224.8,300,,위탁재활용,삼정환경,36.9901878055,126.8421395115,2018-12-12,
평택시,황도바지락칼국수,경기도 평택시 서동대로 3694,경기도 평택시 합정동 22-11번지,,음식점,340.83,,,위탁재활용,삼정환경,36.9885274452,127.1193869094,2018-12-12,
평택시,황돈월남쌈,경기도 평택시 안중읍 현화중앙길 104,경기도 평택시 안중읍 학현리 505-12번지,031-683-4228,음식점,244,700,,위탁재활용,청광,36.9877996274,126.9212439728,2018-12-12,
평택시,황실오리,경기도 평택시 진위면 경기대로 1840,경기도 평택시 진위면 견산리 480-11번지,,음식점,326.3,,,위탁재활용,펩스유통,37.1088155885,127.0640840398,2018-12-12,
평택시,회전화화안정점,경기도 평택시 팽성읍 안정로 39,경기도 평택시 팽성읍 안정리 153-33번지,,음식점,230.11,,,위탁재활용,청광,36.9602192316,127.0480317218,2018-12-12,
평택시,횡성한우,경기도 평택시 안중읍 안중로 150,경기도 평택시 안중읍 안중리 228-12번지,031-683-9956,음식점,263.4,2800,,위탁재활용,초록지기,36.9888254024,126.9331045863,2018-12-12,
평택시,효덕초등학교,경기도 평택시 고덕면 효덕새싹길 6-5,경기도 평택시 고덕면 방축리 643-1번지,,집단급식소,950,,,위탁재활용,㈜청광,37.0164951448,127.0358955826,2018-12-12,
평택시,효명고등학교,경기도 평택시 송탄로 51,경기도 평택시 장당동 470번지,,집단급식소,788,,,위탁재활용,㈜청광,37.0490166680,127.0551439411,2018-12-12,
평택시,효명중학교,경기도 평택시 송탄로 51,경기도 평택시 장당동 470번지,,집단급식소,1050,,,위탁재활용,㈜청광,37.0490166680,127.0551439411,2018-12-12,
평택시,흑돈본가,경기도 평택시 포승읍 여술1길 66,경기도 평택시 포승읍 도곡리 1121-4번지,031-686-8820,음식점,768.4,750,,위탁재활용,초록지기,36.9882170819,126.8440868947,2018-12-12,
평택시,흥하고부자되는집(흥부네),경기도 평택시 포승읍 평택항로268번길 69,경기도 평택시 포승읍 도곡리 1126-3번지,,음식점,231,750,,위탁재활용,㈜청광,36.9849920966,126.8447225957,2018-12-12,
포천시,5292(오이구이),경기도 포천시 신북면 깊이울로 93,경기도 포천시 신북면 심곡리 555번지,031-000-0000,음식점,528,180,6,위탁재활용,청수환경산업(주),37.9269980269,127.1783807982,2018-12-11,
포천시,"BBQ치킨, 피자Q 포천중앙점",경기도 포천시 포천로 1579-2,경기도 포천시 신읍동 191-36번지,031-535-0987,음식점,283,300,10,위탁재활용,청수환경산업(주),37.8982723008,127.2035186323,2018-12-11,
포천시,㈜광진 갈비생각,경기도 포천시 소흘읍 광릉수목원로 1189,경기도 포천시 소흘읍 이동교리 743-1번지,031-541-6100,음식점,568.89,850,28,위탁재활용,청수환경산업(주),37.7778700052,127.1160853632,2018-12-11,
포천시,㈜동강레저 포천지점,경기도 포천시 영북면 산정호수로 359-12,경기도 포천시 영북면 산정리 558-1번지,031-531-1100,음식점,824.9,140,5,위탁재활용,청수환경산업(주),38.0743100154,127.3087335303,2018-12-11,
포천시,㈜식탁에행복 송우지점(송추가마골),경기도 포천시 소흘읍 송우로 93,경기도 포천시 소흘읍 송우리 728-3번지,031-878-6400,음식점,1231.17,3600,120,자가재활용,,37.8303079992,127.1388607334,2018-12-11,
포천시,㈜신세계푸드 FLORA,경기도 포천시 화현면 달인동로 35,경기도 포천시 화현면 지현리 산2-1번지,031-539-5810,음식점,1031.59,1500,50,자가재활용,,37.9038633469,127.2807153626,2018-12-11,
포천시,㈜신세계푸드 베어크리크 GC점,경기도 포천시 화현면 달인동로 35,경기도 포천시 화현면 지현리 산2-1번지,031-539-5810,음식점,229.68,300,10,자가재활용,,37.9038633469,127.2807153626,2018-12-11,
포천시,㈜씨제이프레시웨이 아도니스점 클럽하우스,경기도 포천시 신북면 포천로 2499,경기도 포천시 신북면 고일리 산59번지,031-530-9100,음식점,779.49,480,16,자가재활용,,37.9660953439,127.1678336051,2018-12-11,
포천시,㈜씨제이프레시웨이 아도니스호텔,경기도 포천시 신북면 포천로 2499,경기도 포천시 신북면 고일리 산59번지,031-530-9100,음식점,518.8,480,16,자가재활용,,37.9660953439,127.1678336051,2018-12-11,
포천시,㈜씨제이프레시웨이 태림포장점,경기도 포천시 가산면 포천로898번길 46,경기도 포천시 가산면 마산리 132-1번지,031-530-9100,집단급식소,200,600,20,자가재활용,,37.8471732223,127.1969948990,2018-12-11,
포천시,㈜아워홈대진대교직원식당,경기도 포천시 호국로 1007,경기도 포천시 선단동 산11-1번지,031-539-1410,집단급식소,200,250,8,자가재활용,,37.8706940496,127.1560054611,2018-12-11,
포천시,㈜아워홈대진대남자기숙사식당,경기도 포천시 호국로 1007,경기도 포천시 선단동 산11-1번지,031-539-1412,집단급식소,1500,3000,100,자가재활용,,37.8706940496,127.1560054611,2018-12-11,
포천시,㈜아워홈대진대학생식당,경기도 포천시 호국로 1007,경기도 포천시 선단동 산11-1번지,031-539-1411,집단급식소,700,1400,47,자가재활용,,37.8706940496,127.1560054611,2018-12-11,
포천시,㈜예지실업,경기도 포천시 내촌면 금강로2536번길 27,경기도 포천시 내촌면 소학리 295번지,031-540-5000,호텔·콘도,1510.84,1591,53,자가재활용,,37.7984564577,127.2469617484,2018-12-11,
포천시,㈜이마트 포천점,경기도 포천시 호국로 915,경기도 포천시 설운동 2번지,031-540-1252,대규모점포,8859.5,16500,550,자가재활용,,37.8478950001,127.1600598850,2018-12-11,
